,emotion,global nervous system,immunologic,motor,misclassified,gastrointestinal,song references,cardiovascular,genitourinary,oncologic,written media references,esp,metabolic,hematologic,musculoskeletal,place references,property of toxin,somatic sensation,neurologic disorder,perception,endocrine,sense of self,use of substance,sexual activity,uninterpretable,respiratory,activity references,renal,chemical process,infectious,cognitive ability,behavior,integumentary
ibuprofen,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
glaucine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
yerba,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
flunitrazepam,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
cathinone,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
strattera,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
leaf,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
gvl,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
ecstasy,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
cannabis,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
prom,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
passion,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
atenolol,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
maoi,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
triprolidine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
methamphetamine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
desoxyn,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
posh,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
rum,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
rue,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
ayahausca,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
chanting,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
mandrake,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
valium,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
zopiclone,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
nelumbo,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
inderal,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
obe,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
nde,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
glade,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
diazapam,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
catnip,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
scopolamine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
robaxin,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
duloxetine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
propranolol,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
burning,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
synephrine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
cyclobenzaprine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
guard,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
propylhexedrine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
divinorum,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
oolong,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
dreaming,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
dyphenhydramine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
kawa,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
prozac,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
dizocilpine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
provigil,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
vicks,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
zolpidem,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
tyrosine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
bufotenine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
torch,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
dextroamphetamine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
cannibis,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
lorazepam,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
depakote,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
pentylone,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
aniracetam,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
ginkgo,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
mulberry,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
ferox,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
valerian,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
ephedrine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
tryptophan,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
shisha,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
spice,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
mcpp,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
rush,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
glory,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
oxazepam,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
dom,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
percocet,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
calcium,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
phosphate,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
dmt,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
adderall,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
paroxetine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
haloperidol,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
wormwood,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
peruvian,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
nuvigil,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
prayer,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
seconal,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
melatonin,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
withdrawal,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
syrian,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
narcan,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
carisoprodol,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
lemon,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
mimohuasca,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
5,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
vicodin,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
acetaminophen,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
doxylamine,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
tma,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
baclofen,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
alprozolam,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
mimosahuasca,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
xanax,99.0,44.0,10.0,12.0,58.0,24.0,5.0,36.0,16.0,8.0,18.0,33.0,15.0,9.0,6.0,7.0,85.0,3.0,49.0,20.0,3.0,11.0,14.0,22.0,77.0,17.0,7.0,1.0,26.0,30.0,20.0,75.0,13.0
