,prior,marginal,conditional_probability,source,percentile,p_value,bh_thresh,bayes ratio
4125,sedative,structural class,2.396154585021142e-06,dd,0.9000599340725203,0.10008990110878034,0.045002996703626015,0.0003173734610123119
4493,structural class,acetaminophen-containing,2.391416175262109e-06,dd,0.8998351813005694,0.10038957147138149,0.044991759065028475,5.3412045821913e-05
4469,anticholinergic medicine,acetaminophen-containing,2.391416175262109e-06,dd,0.8998351813005694,0.10038957147138149,0.044991759065028475,0.00018657632444640842
1085,infectious,integumentary,2.374482230957972e-06,ss,0.8996104285286185,0.10053940665268205,0.04498052142643092,0.0005215879455230368
2214,functional class,alcohol,2.3673747352979124e-06,dd,0.899460593347318,0.10068924183398262,0.0449730296673659,9.958010389524173e-05
1439,cannabinoid receptor agonists,ssri,2.35313794565265e-06,dd,0.8993107581660174,0.10083907701528319,0.04496553790830087,6.634684086965398e-05
3594,antibiotic/antifungal,antipsychotic,2.34107057157238e-06,dd,0.8990860053940666,0.10113874737788432,0.04495430026970333,0.0011494252873563218
3595,ssri,antipsychotic,2.34107057157238e-06,dd,0.8990860053940666,0.10113874737788432,0.04495430026970333,0.0003436426116838488
2783,sedative,functional class,2.3341545580669962e-06,dd,0.8988612526221157,0.1012885825591849,0.044943062631105785,0.0003091614853491807
1473,alcohol,ergot,2.3026923654810293e-06,dd,0.8984866646688643,0.10188792328438717,0.04492433323344321,0.0002455946460367164
1476,dopamine agonist,ergot,2.3026923654810293e-06,dd,0.8984866646688643,0.10188792328438717,0.04492433323344321,0.010928961748633878
1480,anticholinergic medicine,ergot,2.3026923654810293e-06,dd,0.8984866646688643,0.10188792328438717,0.04492433323344321,0.00017965416573096786
1483,plant,ergot,2.3026923654810293e-06,dd,0.8984866646688643,0.10188792328438717,0.04492433323344321,0.0006428801028608164
985,esp,infectious,2.2503262973131103e-06,ss,0.8979622415343123,0.10233742882828888,0.04489811207671562,8.688852202624032e-05
982,respiratory,infectious,2.2503262973131103e-06,ss,0.8979622415343123,0.10233742882828888,0.04489811207671562,0.0005115089514066496
959,immunologic,infectious,2.2503262973131103e-06,ss,0.8979622415343123,0.10233742882828888,0.04489811207671562,0.002262443438914027
4805,element,vasoactive,2.2295910205451236e-06,dd,0.8974378183997602,0.10293676955349115,0.044871890919988014,0.00018674136321195143
4777,plant,vasoactive,2.2295910205451236e-06,dd,0.8974378183997602,0.10293676955349115,0.044871890919988014,0.0006224712107065047
4806,tricyclic antidepressants,vasoactive,2.2295910205451236e-06,dd,0.8974378183997602,0.10293676955349115,0.044871890919988014,0.003968253968253968
4799,chemical reagent,vasoactive,2.2295910205451236e-06,dd,0.8974378183997602,0.10293676955349115,0.044871890919988014,0.00030971738288811454
4145,ergot,chemical reagent,2.2268720071054344e-06,dd,0.8970632304465088,0.10308660473479173,0.04485316152232544,0.0010395841663334664
3556,functional class,psychedelic,2.2175973738923715e-06,dd,0.8969133952652083,0.1032364399160923,0.04484566976326042,9.327994153077262e-05
998,genitourinary,cognitive ability,2.2107476940940353e-06,ss,0.8967635600839077,0.10338627509739287,0.044838178004195386,0.000206389088298636
3945,chemical reagent,endogenous chemical,2.198369399993833e-06,dd,0.8966137249026072,0.10353611027869344,0.044830686245130355,0.00030538031904207017
4605,inhalant,tricyclic antidepressants,2.1947536608491062e-06,dd,0.8962391369493558,0.10413545100389572,0.04481195684746778,0.0025
4621,acetaminophen-containing,tricyclic antidepressants,2.1947536608491062e-06,dd,0.8962391369493558,0.10413545100389572,0.04481195684746778,0.00022401433691756272
2965,endogenous chemical,nsaid,2.1947536608491062e-06,dd,0.8962391369493558,0.10413545100389572,0.04481195684746778,0.00010296540362438221
4590,analgesic,tricyclic antidepressants,2.1947536608491062e-06,dd,0.8962391369493558,0.10413545100389572,0.04481195684746778,0.010416666666666666
8793,alcohol,integumentary,2.1796174287053192e-06,sd,0.895789631405454,0.10443512136649685,0.0447894815702727,0.0002324680356450988
8831,element,integumentary,2.1796174287053192e-06,sd,0.895789631405454,0.10443512136649685,0.0447894815702727,0.00018255578093306286
3575,endogenous chemical,psychedelic,2.1754243651971128e-06,dd,0.8955648786335031,0.10458495654779743,0.04477824393167516,0.0001020585826156807
1408,moiety,ssri,2.1721273344486003e-06,dd,0.8954150434522026,0.104734791729098,0.04477075217261013,0.0006064281382656156
4500,element,acetaminophen-containing,2.1396881568134657e-06,dd,0.8952652082709021,0.10488462691039856,0.0447632604135451,0.00017921146953405018
3984,plant,sedative,2.123296564914484e-06,dd,0.8951153730896014,0.10503446209169913,0.04475576865448007,0.0005927952576379389
2800,cardioactive,plant,2.065650504328571e-06,dd,0.8949655379083009,0.1051842972729997,0.04474827689541505,0.0005299417064122947
8642,chemical reagent,infectious,2.0656505043285704e-06,sd,0.8945160323643991,0.10593347317950255,0.04472580161821996,0.00028694404591104734
8648,element,infectious,2.0656505043285704e-06,sd,0.8945160323643991,0.10593347317950255,0.04472580161821996,0.00017301038062283736
8596,antibiotic/antifungal,infectious,2.0656505043285704e-06,sd,0.8945160323643991,0.10593347317950255,0.04472580161821996,0.0010141987829614604
8606,moiety,infectious,2.0656505043285704e-06,sd,0.8945160323643991,0.10593347317950255,0.04472580161821996,0.0005767012687427913
8595,cardioactive,infectious,2.0656505043285704e-06,sd,0.8945160323643991,0.10593347317950255,0.04472580161821996,0.0005299417064122946
4178,inhalant,chemical reagent,2.0555741604050166e-06,dd,0.8940665268204975,0.10608330836080311,0.04470332634102488,0.0023414634146341463
3898,cardioactive,endogenous chemical,2.0248139210469515e-06,dd,0.8939166916391968,0.10623314354210368,0.044695834581959845,0.0005194650993662526
2661,sedative,anticholinergic medicine,2.0203759727268485e-06,dd,0.8937668564578963,0.10638297872340426,0.044688342822894814,0.00026760114686205796
1398,antibiotic/antifungal,ssri,1.9911167232445504e-06,dd,0.8936170212765957,0.10653281390470483,0.04468085106382978,0.0009776039815143976
2796,vasoactive,functional class,1.9710638490343524e-06,dd,0.8934671860952952,0.10668264908600539,0.044673359304764765,0.0008909521464912897
3921,maoi,endogenous chemical,1.9669620947313243e-06,dd,0.8933173509139946,0.10683248426730596,0.04466586754569973,0.0006022922534587519
3970,moiety,sedative,1.9599660599210625e-06,dd,0.893167515732694,0.10698231944860653,0.0446583757866347,0.0005471956224350205
8825,chemical reagent,integumentary,1.937437714404728e-06,sd,0.8930176805513935,0.1071321546299071,0.04465088402756967,0.0002691337258200168
3828,acetaminophen-containing,metabolite,1.924167593073189e-06,dd,0.8927180101887924,0.10758166017380881,0.04463590050943962,0.00019639613099621935
3793,cholinergic plant,metabolite,1.924167593073189e-06,dd,0.8927180101887924,0.10758166017380881,0.04463590050943962,0.006088280060882799
3820,sedative,metabolite,1.924167593073189e-06,dd,0.8927180101887924,0.10758166017380881,0.04463590050943962,0.00025485823510672186
4103,anticholinergic medicine,structural class,1.900398463982285e-06,dd,0.8924183398261912,0.10773149535510938,0.04462091699130956,0.0001482675261885576
1300,plant,cardioactive,1.8981653283019297e-06,dd,0.8921935870542403,0.10803116571771051,0.04460967935271202,0.0005299417064122947
1319,sedative,cardioactive,1.8981653283019297e-06,dd,0.8921935870542403,0.10803116571771051,0.04460967935271202,0.000251414204902577
4184,cannabinoid receptor agonists,chemical reagent,1.8842763137045987e-06,dd,0.8919688342822895,0.10818100089901109,0.04459844171411448,5.312726394590679e-05
2762,maoi,functional class,1.867323646453597e-06,dd,0.8918189991009889,0.10833083608031166,0.04459094995504945,0.0005717825320436461
4530,anticholinergic medicine,element,1.8590854538957136e-06,dd,0.8916691639196883,0.10848067126161223,0.044583458195984416,0.00014504431909750202
8678,anticholinergic medicine,cognitive ability,1.8528573619228637e-06,sd,0.8915193287383878,0.10863050644291279,0.04457596643691939,0.00014455840848075997
2212,anticholinergic medicine,alcohol,1.8412914607872652e-06,dd,0.8913694935570872,0.10878034162421336,0.04456847467785436,0.0001436560463803807
2658,metabolite,anticholinergic medicine,1.8279592134195296e-06,dd,0.8911447407851364,0.10908001198681451,0.04455723703925682,0.0007130793769938074
2669,acetaminophen-containing,anticholinergic medicine,1.8279592134195296e-06,dd,0.8911447407851364,0.10908001198681451,0.04455723703925682,0.0001865763244464084
1370,hiv medications,antibiotic/antifungal,1.8163478572544328e-06,dd,0.8908450704225352,0.10937968234941564,0.044542253521126764,0.02586206896551724
1368,antinausea,antibiotic/antifungal,1.8163478572544328e-06,dd,0.8908450704225352,0.10937968234941564,0.044542253521126764,0.005747126436781609
1449,acetaminophen-containing,ssri,1.8101061120405e-06,dd,0.8906203176505844,0.10952951753071621,0.04453101588252922,0.0001847540923031445
3852,alcohol,cannabinoid receptor agonists,1.8079554909172835e-06,dd,0.8904704824692838,0.10967935271201679,0.04452352412346419,0.00019282827159120407
8652,vasoactive,infectious,1.7705575751387747e-06,sd,0.8900958945160323,0.11027869343721906,0.04450479472580162,0.0008003201280512204
8597,ssri,infectious,1.7705575751387747e-06,sd,0.8900958945160323,0.11027869343721906,0.04450479472580162,0.00025989777354240665
8621,chemotherapeutic,infectious,1.7705575751387747e-06,sd,0.8900958945160323,0.11027869343721906,0.04450479472580162,0.0021008403361344537
8636,metabolite,infectious,1.7705575751387747e-06,sd,0.8900958945160323,0.11027869343721906,0.04450479472580162,0.0006906872337976286
8556,anticholinergic medicine,esp,1.7635834438728417e-06,sd,0.8897213065627809,0.11042852861851962,0.04448606532813905,0.0001375933307703203
999,oncologic,cognitive ability,1.7621901909445212e-06,ss,0.88949655379083,0.11072819898112077,0.0444748276895415,0.00021130115408848525
1013,sexual activity,cognitive ability,1.7621901909445212e-06,ss,0.88949655379083,0.11072819898112077,0.0444748276895415,0.0001872506162247552
4490,endogenous chemical,acetaminophen-containing,1.762096129140501e-06,dd,0.8892718010188793,0.11087803416242134,0.04446359005094396,8.266756420022084e-05
4519,moiety,element,1.755802928679285e-06,dd,0.8889721306562781,0.11132753970632304,0.04444860653281391,0.0004901960784313725
4549,metabolite,element,1.755802928679285e-06,dd,0.8889721306562781,0.11132753970632304,0.04444860653281391,0.0006849315068493151
4560,acetaminophen-containing,element,1.755802928679285e-06,dd,0.8889721306562781,0.11132753970632304,0.04444860653281391,0.00017921146953405018
3859,anticholinergic medicine,cannabinoid receptor agonists,1.738418741266619e-06,dd,0.888672460293677,0.11147737488762362,0.04443362301468385,0.0001356300013563
2670,element,anticholinergic medicine,1.7317508337658702e-06,dd,0.8885226251123763,0.11162721006892419,0.04442613125561882,0.00014504431909750202
1511,element,ergot,1.727019274110772e-06,dd,0.8882978723404256,0.11192688043152532,0.04441489361702128,0.00014464802314368368
1481,maoi,ergot,1.727019274110772e-06,dd,0.8882978723404256,0.11192688043152532,0.04441489361702128,0.000528820729772607
1972,chemotherapeutic,moiety,1.7213754202738088e-06,dd,0.8880731195684747,0.1120767156128259,0.04440365597842374,0.002042483660130719
4142,cardioactive,chemical reagent,1.7129784670041804e-06,dd,0.8879232843871742,0.11222655079412647,0.04439616421935871,0.0004394638540980004
8819,metabolite,integumentary,1.6952580001041372e-06,sd,0.8877734492058735,0.11237638597542703,0.044388672460293675,0.0006613131790269249
4128,chemical reagent,structural class,1.6800624101872373e-06,dd,0.887623614024573,0.1125262211567276,0.044381180701228644,0.00023338115734098516
3939,metabolite,endogenous chemical,1.6777029631531883e-06,dd,0.8874737788432724,0.11267605633802817,0.044373688942163626,0.0006544650312563471
4552,sedative,element,1.6525204034628563e-06,dd,0.8873239436619719,0.11282589151932874,0.044366197183098595,0.00021887824897400817
8671,alcohol,cognitive ability,1.6469843217092118e-06,sd,0.887099190890021,0.11312556188192988,0.044354959544501055,0.00017565982220716565
8709,element,cognitive ability,1.6469843217092118e-06,sd,0.887099190890021,0.11312556188192988,0.044354959544501055,0.00013794462508621538
1046,sexual activity,behavior,1.6419926070003042e-06,ss,0.8868744381180701,0.11327539706323045,0.04434372190590351,0.0001744784014105201
8739,anticholinergic medicine,behavior,1.6394545418390913e-06,sd,0.8867246029367696,0.11342523224453102,0.04433623014683848,0.0001279088958574022
3974,alcohol,sedative,1.6333050499342186e-06,dd,0.886574767755469,0.11357506742583158,0.04432873838777345,0.00017420085358418256
2792,element,functional class,1.6079731400017085e-06,dd,0.8864249325741684,0.11372490260713215,0.04432124662870842,0.0001346772091406725
1065,oncologic,integumentary,1.5829881539719811e-06,ss,0.8862001798022175,0.1140245729697333,0.04431000899011088,0.00018981335020563114
1081,respiratory,integumentary,1.5829881539719811e-06,ss,0.8862001798022175,0.1140245729697333,0.04431000899011088,0.0003598200899550225
1316,metabolite,cardioactive,1.581804440251608e-06,dd,0.8857506742583159,0.11462391369493558,0.04428753371291579,0.0006170554115759594
1332,vasoactive,cardioactive,1.581804440251608e-06,dd,0.8857506742583159,0.11462391369493558,0.04428753371291579,0.0007150007150007149
1301,chemotherapeutic,cardioactive,1.581804440251608e-06,dd,0.8857506742583159,0.11462391369493558,0.04428753371291579,0.0018768768768768769
1278,ergot,cardioactive,1.581804440251608e-06,dd,0.8857506742583159,0.11462391369493558,0.04428753371291579,0.0007384433613941809
2191,antibiotic/antifungal,alcohol,1.5782498235319418e-06,dd,0.8853760863050645,0.11477374887623613,0.04426880431525322,0.0007748934521503294
4167,plant,chemical reagent,1.5416806203037625e-06,dd,0.8852262511237639,0.1149235840575367,0.0442613125561882,0.00043041606886657106
2619,ssri,anticholinergic medicine,1.539334074458551e-06,dd,0.8850764159424633,0.11507341923883728,0.044253820797123165,0.00022595678576472247
1577,opioid,mushrooms,1.5267851553732912e-06,dd,0.8843272400359604,0.1164219358705424,0.04421636200179802,6.776536918573132e-06
1633,element,mushrooms,1.5267851553732912e-06,dd,0.8843272400359604,0.1164219358705424,0.04421636200179802,0.0001278772378516624
1623,endogenous chemical,mushrooms,1.5267851553732912e-06,dd,0.8843272400359604,0.1164219358705424,0.04421636200179802,7.162810686913545e-05
1622,cannabinoid receptor agonists,mushrooms,1.5267851553732912e-06,dd,0.8843272400359604,0.1164219358705424,0.04421636200179802,4.3047783039173476e-05
1621,metabolite,mushrooms,1.5267851553732912e-06,dd,0.8843272400359604,0.1164219358705424,0.04421636200179802,0.0005955926146515783
1605,plant,mushrooms,1.5267851553732912e-06,dd,0.8843272400359604,0.1164219358705424,0.04421636200179802,0.00042625745950554135
1604,functional class,mushrooms,1.5267851553732912e-06,dd,0.8843272400359604,0.1164219358705424,0.04421636200179802,6.422195106287328e-05
1590,stimulants,mushrooms,1.5267851553732912e-06,dd,0.8843272400359604,0.1164219358705424,0.04421636200179802,7.725348413213434e-06
1580,cardioactive,mushrooms,1.5267851553732912e-06,dd,0.8843272400359604,0.1164219358705424,0.04421636200179802,0.0003916960438699569
2678,cardioactive,maoi,1.510368110691858e-06,dd,0.8835031465388073,0.11672160623314354,0.04417515732694036,0.00038748425845200037
2696,dopamine agonist,maoi,1.510368110691858e-06,dd,0.8835031465388073,0.11672160623314354,0.04417515732694036,0.007168458781362006
2764,plant,functional class,1.504232937420953e-06,dd,0.8832783937668565,0.11687144141444411,0.04416391968834282,0.0004199611897934949
1032,oncologic,behavior,1.4979581677897511e-06,ss,0.8831285585855558,0.11702127659574468,0.04415642792927779,0.00017961755277992705
