,prior,marginal,conditional_probability,source
2325,sexual enhancement,cholinergic plant,0.0,dd
2326,salicylate,cholinergic plant,0.0,dd
2327,alcohol,cholinergic plant,3.901784285953966e-06,dd
2328,chemical process,cholinergic plant,0.0,dd
2329,cholinergic plant,cholinergic plant,0.0,dd
2330,dopamine agonist,cholinergic plant,0.0,dd
2331,paralytic,cholinergic plant,0.0,dd
2332,abortifacient,cholinergic plant,0.0,dd
2333,analgesic,cholinergic plant,0.0,dd
2334,anticholinergic medicine,cholinergic plant,4.291962714549363e-05,dd
2335,maoi,cholinergic plant,0.0,dd
2336,functional class,cholinergic plant,1.5607137143815864e-05,dd
2337,plant,cholinergic plant,1.17053528578619e-05,dd
2338,chemotherapeutic,cholinergic plant,3.901784285953966e-06,dd
2339,nsaid,cholinergic plant,0.0,dd
2340,cyanogenic,cholinergic plant,0.0,dd
2341,anesthetic,cholinergic plant,0.0,dd
2342,hepatotoxin,cholinergic plant,3.901784285953966e-06,dd
2343,anabolic hormones,cholinergic plant,0.0,dd
2344,antinausea,cholinergic plant,0.0,dd
2345,antihyperglycemic,cholinergic plant,0.0,dd
2346,hiv medications,cholinergic plant,0.0,dd
2347,nonopioid analgesic,cholinergic plant,0.0,dd
2348,inhalant,cholinergic plant,0.0,dd
2349,psychedelic,cholinergic plant,3.51160585735857e-05,dd
2350,antipsychotic,cholinergic plant,0.0,dd
2351,bulking agent,cholinergic plant,0.0,dd
2352,serm,cholinergic plant,0.0,dd
2353,metabolite,cholinergic plant,1.5607137143815864e-05,dd
2354,cannabinoid receptor agonists,cholinergic plant,3.901784285953966e-06,dd
2355,endogenous chemical,cholinergic plant,0.0,dd
2356,sedative,cholinergic plant,0.0,dd
2357,antidepressant,cholinergic plant,0.0,dd
2358,structural class,cholinergic plant,1.17053528578619e-05,dd
2359,chemical reagent,cholinergic plant,1.5607137143815864e-05,dd
2360,androgen/estrogen,cholinergic plant,0.0,dd
2361,uncoupler,cholinergic plant,0.0,dd
2362,steroid,cholinergic plant,0.0,dd
2363,nootropic,cholinergic plant,0.0,dd
2364,acetaminophen-containing,cholinergic plant,0.0,dd
2365,element,cholinergic plant,0.0,dd
2366,tricyclic antidepressants,cholinergic plant,0.0,dd
2367,antithyroid,cholinergic plant,0.0,dd
2368,nmda antagonist,cholinergic plant,0.0,dd
2369,vasoactive,cholinergic plant,0.0,dd
2370,opioid,dopamine agonist,2.926338214465475e-05,dd
2371,serotonergic,dopamine agonist,1.755802928679285e-05,dd
2372,unclear,dopamine agonist,0.0,dd
2373,cardioactive,dopamine agonist,0.0,dd
2374,antibiotic/antifungal,dopamine agonist,0.0,dd
2375,ssri,dopamine agonist,3.51160585735857e-05,dd
2376,ergot,dopamine agonist,2.34107057157238e-05,dd
2377,anti-inflammatory,dopamine agonist,0.0,dd
2378,mushrooms,dopamine agonist,0.0,dd
2379,anticoagulant,dopamine agonist,0.0,dd
2380,neurotoxin,dopamine agonist,0.0,dd
2381,misclassified,dopamine agonist,0.0,dd
2382,antacid,dopamine agonist,0.0,dd
2383,stimulants,dopamine agonist,7.608479357610235e-05,dd
2384,moiety,dopamine agonist,1.755802928679285e-05,dd
2385,snakes,dopamine agonist,0.0,dd
2386,sexual enhancement,dopamine agonist,0.0,dd
2387,salicylate,dopamine agonist,0.0,dd
2388,alcohol,dopamine agonist,5.85267642893095e-06,dd
2389,chemical process,dopamine agonist,0.0,dd
2390,cholinergic plant,dopamine agonist,0.0,dd
2391,dopamine agonist,dopamine agonist,0.0,dd
2392,paralytic,dopamine agonist,0.0,dd
2393,abortifacient,dopamine agonist,0.0,dd
2394,analgesic,dopamine agonist,0.0,dd
2395,anticholinergic medicine,dopamine agonist,5.85267642893095e-06,dd
2396,maoi,dopamine agonist,2.34107057157238e-05,dd
2397,functional class,dopamine agonist,4.096873500251665e-05,dd
2398,plant,dopamine agonist,5.85267642893095e-06,dd
2399,chemotherapeutic,dopamine agonist,0.0,dd
2400,nsaid,dopamine agonist,0.0,dd
2401,cyanogenic,dopamine agonist,0.0,dd
2402,anesthetic,dopamine agonist,0.0,dd
2403,hepatotoxin,dopamine agonist,0.0,dd
2404,anabolic hormones,dopamine agonist,0.0,dd
2405,antinausea,dopamine agonist,0.0,dd
2406,antihyperglycemic,dopamine agonist,0.0,dd
2407,hiv medications,dopamine agonist,0.0,dd
2408,nonopioid analgesic,dopamine agonist,0.0,dd
2409,inhalant,dopamine agonist,0.0,dd
2410,psychedelic,dopamine agonist,3.51160585735857e-05,dd
2411,antipsychotic,dopamine agonist,0.0,dd
2412,bulking agent,dopamine agonist,0.0,dd
2413,serm,dopamine agonist,0.0,dd
2414,metabolite,dopamine agonist,0.0,dd
2415,cannabinoid receptor agonists,dopamine agonist,1.755802928679285e-05,dd
2416,endogenous chemical,dopamine agonist,2.34107057157238e-05,dd
2417,sedative,dopamine agonist,0.0,dd
2418,antidepressant,dopamine agonist,2.34107057157238e-05,dd
2419,structural class,dopamine agonist,1.755802928679285e-05,dd
2420,chemical reagent,dopamine agonist,0.0,dd
2421,androgen/estrogen,dopamine agonist,0.0,dd
2422,uncoupler,dopamine agonist,0.0,dd
2423,steroid,dopamine agonist,0.0,dd
2424,nootropic,dopamine agonist,0.0,dd
2425,acetaminophen-containing,dopamine agonist,0.0,dd
2426,element,dopamine agonist,0.0,dd
2427,tricyclic antidepressants,dopamine agonist,1.17053528578619e-05,dd
2428,antithyroid,dopamine agonist,0.0,dd
2429,nmda antagonist,dopamine agonist,0.0,dd
2430,vasoactive,dopamine agonist,1.17053528578619e-05,dd
2431,opioid,paralytic,1.17053528578619e-05,dd
2432,serotonergic,paralytic,0.0,dd
2433,unclear,paralytic,0.0,dd
2434,cardioactive,paralytic,0.0,dd
2435,antibiotic/antifungal,paralytic,0.0,dd
2436,ssri,paralytic,0.0,dd
2437,ergot,paralytic,0.0,dd
2438,anti-inflammatory,paralytic,0.0,dd
2439,mushrooms,paralytic,0.0,dd
2440,anticoagulant,paralytic,0.0,dd
2441,neurotoxin,paralytic,0.0,dd
2442,misclassified,paralytic,0.0,dd
2443,antacid,paralytic,0.0,dd
2444,stimulants,paralytic,0.0,dd
2445,moiety,paralytic,0.0,dd
2446,snakes,paralytic,0.0,dd
2447,sexual enhancement,paralytic,0.0,dd
2448,salicylate,paralytic,0.0,dd
2449,alcohol,paralytic,0.0,dd
2450,chemical process,paralytic,0.0,dd
2451,cholinergic plant,paralytic,0.0,dd
2452,dopamine agonist,paralytic,0.0,dd
2453,paralytic,paralytic,0.0,dd
2454,abortifacient,paralytic,0.0,dd
2455,analgesic,paralytic,0.0,dd
2456,anticholinergic medicine,paralytic,1.17053528578619e-05,dd
2457,maoi,paralytic,0.0,dd
2458,functional class,paralytic,5.85267642893095e-06,dd
2459,plant,paralytic,0.0,dd
2460,chemotherapeutic,paralytic,0.0,dd
2461,nsaid,paralytic,0.0,dd
2462,cyanogenic,paralytic,0.0,dd
2463,anesthetic,paralytic,0.0,dd
2464,hepatotoxin,paralytic,0.0,dd
2465,anabolic hormones,paralytic,0.0,dd
2466,antinausea,paralytic,0.0,dd
2467,antihyperglycemic,paralytic,0.0,dd
2468,hiv medications,paralytic,0.0,dd
2469,nonopioid analgesic,paralytic,0.0,dd
2470,inhalant,paralytic,5.85267642893095e-06,dd
2471,psychedelic,paralytic,0.0,dd
2472,antipsychotic,paralytic,5.85267642893095e-06,dd
2473,bulking agent,paralytic,0.0,dd
2474,serm,paralytic,0.0,dd
2475,metabolite,paralytic,0.0,dd
2476,cannabinoid receptor agonists,paralytic,0.0,dd
2477,endogenous chemical,paralytic,0.0,dd
2478,sedative,paralytic,5.85267642893095e-06,dd
2479,antidepressant,paralytic,0.0,dd
2480,structural class,paralytic,0.0,dd
2481,chemical reagent,paralytic,0.0,dd
2482,androgen/estrogen,paralytic,0.0,dd
2483,uncoupler,paralytic,0.0,dd
2484,steroid,paralytic,0.0,dd
2485,nootropic,paralytic,0.0,dd
2486,acetaminophen-containing,paralytic,0.0,dd
2487,element,paralytic,2.926338214465475e-05,dd
2488,tricyclic antidepressants,paralytic,0.0,dd
2489,antithyroid,paralytic,0.0,dd
2490,nmda antagonist,paralytic,0.0,dd
2491,vasoactive,paralytic,0.0,dd
2492,opioid,abortifacient,8.779014643396425e-06,dd
2493,serotonergic,abortifacient,0.0,dd
2494,unclear,abortifacient,0.0,dd
2495,cardioactive,abortifacient,0.0,dd
2496,antibiotic/antifungal,abortifacient,8.779014643396425e-06,dd
2497,ssri,abortifacient,0.0,dd
2498,ergot,abortifacient,0.0,dd
2499,anti-inflammatory,abortifacient,0.0,dd
2500,mushrooms,abortifacient,0.0,dd
2501,anticoagulant,abortifacient,0.0,dd
2502,neurotoxin,abortifacient,0.0,dd
2503,misclassified,abortifacient,0.0,dd
2504,antacid,abortifacient,0.0,dd
2505,stimulants,abortifacient,0.0,dd
2506,moiety,abortifacient,0.0,dd
2507,snakes,abortifacient,0.0,dd
2508,sexual enhancement,abortifacient,0.0,dd
2509,salicylate,abortifacient,0.0,dd
2510,alcohol,abortifacient,0.0,dd
2511,chemical process,abortifacient,0.0,dd
2512,cholinergic plant,abortifacient,0.0,dd
2513,dopamine agonist,abortifacient,0.0,dd
2514,paralytic,abortifacient,0.0,dd
2515,abortifacient,abortifacient,0.0,dd
2516,analgesic,abortifacient,0.0,dd
2517,anticholinergic medicine,abortifacient,0.0,dd
2518,maoi,abortifacient,0.0,dd
2519,functional class,abortifacient,1.755802928679285e-05,dd
2520,plant,abortifacient,8.779014643396425e-06,dd
2521,chemotherapeutic,abortifacient,0.0,dd
2522,nsaid,abortifacient,0.0,dd
2523,cyanogenic,abortifacient,0.0,dd
2524,anesthetic,abortifacient,0.0,dd
2525,hepatotoxin,abortifacient,8.779014643396425e-06,dd
2526,anabolic hormones,abortifacient,0.0,dd
2527,antinausea,abortifacient,0.0,dd
2528,antihyperglycemic,abortifacient,0.0,dd
2529,hiv medications,abortifacient,0.0,dd
2530,nonopioid analgesic,abortifacient,0.0,dd
2531,inhalant,abortifacient,0.0,dd
2532,psychedelic,abortifacient,0.0,dd
2533,antipsychotic,abortifacient,0.0,dd
2534,bulking agent,abortifacient,0.0,dd
2535,serm,abortifacient,0.0,dd
2536,metabolite,abortifacient,0.0,dd
2537,cannabinoid receptor agonists,abortifacient,4.3895073216982125e-05,dd
2538,endogenous chemical,abortifacient,8.779014643396425e-06,dd
2539,sedative,abortifacient,8.779014643396425e-06,dd
2540,antidepressant,abortifacient,0.0,dd
2541,structural class,abortifacient,0.0,dd
2542,chemical reagent,abortifacient,8.779014643396425e-06,dd
2543,androgen/estrogen,abortifacient,1.755802928679285e-05,dd
2544,uncoupler,abortifacient,0.0,dd
2545,steroid,abortifacient,0.0,dd
2546,nootropic,abortifacient,0.0,dd
2547,acetaminophen-containing,abortifacient,0.0,dd
2548,element,abortifacient,0.0,dd
2549,tricyclic antidepressants,abortifacient,0.0,dd
2550,antithyroid,abortifacient,0.0,dd
2551,nmda antagonist,abortifacient,0.0,dd
2552,vasoactive,abortifacient,0.0,dd
2553,opioid,analgesic,2.34107057157238e-05,dd
2554,serotonergic,analgesic,0.0,dd
2555,unclear,analgesic,0.0,dd
2556,cardioactive,analgesic,0.0,dd
2557,antibiotic/antifungal,analgesic,0.0,dd
2558,ssri,analgesic,5.85267642893095e-06,dd
2559,ergot,analgesic,0.0,dd
2560,anti-inflammatory,analgesic,0.0,dd
2561,mushrooms,analgesic,0.0,dd
2562,anticoagulant,analgesic,0.0,dd
2563,neurotoxin,analgesic,0.0,dd
2564,misclassified,analgesic,0.0,dd
2565,antacid,analgesic,0.0,dd
2566,stimulants,analgesic,1.17053528578619e-05,dd
2567,moiety,analgesic,0.0,dd
2568,snakes,analgesic,0.0,dd
2569,sexual enhancement,analgesic,0.0,dd
2570,salicylate,analgesic,0.0,dd
2571,alcohol,analgesic,0.0,dd
2572,chemical process,analgesic,0.0,dd
2573,cholinergic plant,analgesic,0.0,dd
2574,dopamine agonist,analgesic,0.0,dd
2575,paralytic,analgesic,0.0,dd
2576,abortifacient,analgesic,0.0,dd
2577,analgesic,analgesic,0.0,dd
2578,anticholinergic medicine,analgesic,0.0,dd
2579,maoi,analgesic,1.755802928679285e-05,dd
2580,functional class,analgesic,1.17053528578619e-05,dd
2581,plant,analgesic,0.0,dd
2582,chemotherapeutic,analgesic,0.0,dd
2583,nsaid,analgesic,0.0,dd
2584,cyanogenic,analgesic,0.0,dd
2585,anesthetic,analgesic,0.0,dd
2586,hepatotoxin,analgesic,0.0,dd
2587,anabolic hormones,analgesic,0.0,dd
2588,antinausea,analgesic,0.0,dd
2589,antihyperglycemic,analgesic,0.0,dd
2590,hiv medications,analgesic,0.0,dd
2591,nonopioid analgesic,analgesic,0.0,dd
2592,inhalant,analgesic,0.0,dd
2593,psychedelic,analgesic,3.51160585735857e-05,dd
2594,antipsychotic,analgesic,5.85267642893095e-06,dd
2595,bulking agent,analgesic,0.0,dd
2596,serm,analgesic,0.0,dd
2597,metabolite,analgesic,0.0,dd
2598,cannabinoid receptor agonists,analgesic,5.85267642893095e-06,dd
2599,endogenous chemical,analgesic,1.17053528578619e-05,dd
2600,sedative,analgesic,0.0,dd
2601,antidepressant,analgesic,0.0,dd
2602,structural class,analgesic,5.85267642893095e-06,dd
2603,chemical reagent,analgesic,0.0,dd
2604,androgen/estrogen,analgesic,0.0,dd
2605,uncoupler,analgesic,0.0,dd
2606,steroid,analgesic,0.0,dd
2607,nootropic,analgesic,0.0,dd
2608,acetaminophen-containing,analgesic,0.0,dd
2609,element,analgesic,0.0,dd
2610,tricyclic antidepressants,analgesic,5.85267642893095e-06,dd
2611,antithyroid,analgesic,0.0,dd
2612,nmda antagonist,analgesic,0.0,dd
2613,vasoactive,analgesic,0.0,dd
2614,opioid,anticholinergic medicine,1.1929839077053771e-05,dd
2615,serotonergic,anticholinergic medicine,9.620837965365944e-08,dd
2616,unclear,anticholinergic medicine,0.0,dd
2617,cardioactive,anticholinergic medicine,8.658754168829351e-07,dd
2618,antibiotic/antifungal,anticholinergic medicine,1.3469173151512322e-06,dd
2619,ssri,anticholinergic medicine,1.539334074458551e-06,dd
2620,ergot,anticholinergic medicine,3.8483351861463775e-07,dd
2621,anti-inflammatory,anticholinergic medicine,9.620837965365944e-08,dd
2622,mushrooms,anticholinergic medicine,0.0,dd
2623,anticoagulant,anticholinergic medicine,0.0,dd
2624,neurotoxin,anticholinergic medicine,0.0,dd
2625,misclassified,anticholinergic medicine,0.0,dd
2626,antacid,anticholinergic medicine,9.620837965365944e-08,dd
2627,stimulants,anticholinergic medicine,2.2416552459302654e-05,dd
2628,moiety,anticholinergic medicine,9.620837965365945e-07,dd
2629,snakes,anticholinergic medicine,0.0,dd
2630,sexual enhancement,anticholinergic medicine,9.620837965365944e-08,dd
2631,salicylate,anticholinergic medicine,0.0,dd
2632,alcohol,anticholinergic medicine,1.3469173151512322e-06,dd
2633,chemical process,anticholinergic medicine,0.0,dd
2634,cholinergic plant,anticholinergic medicine,1.0582921761902539e-06,dd
2635,dopamine agonist,anticholinergic medicine,9.620837965365944e-08,dd
2636,paralytic,anticholinergic medicine,1.9241675930731887e-07,dd
2637,abortifacient,anticholinergic medicine,0.0,dd
2638,analgesic,anticholinergic medicine,0.0,dd
2639,anticholinergic medicine,anticholinergic medicine,0.0,dd
2640,maoi,anticholinergic medicine,1.4431256948048918e-06,dd
2641,functional class,anticholinergic medicine,5.772502779219567e-06,dd
2642,plant,anticholinergic medicine,1.4431256948048918e-06,dd
2643,chemotherapeutic,anticholinergic medicine,6.734586575756161e-07,dd
2644,nsaid,anticholinergic medicine,0.0,dd
2645,cyanogenic,anticholinergic medicine,0.0,dd
2646,anesthetic,anticholinergic medicine,9.620837965365944e-08,dd
2647,hepatotoxin,anticholinergic medicine,9.620837965365944e-08,dd
2648,anabolic hormones,anticholinergic medicine,0.0,dd
2649,antinausea,anticholinergic medicine,9.620837965365944e-08,dd
2650,antihyperglycemic,anticholinergic medicine,9.620837965365944e-08,dd
2651,hiv medications,anticholinergic medicine,1.9241675930731887e-07,dd
2652,nonopioid analgesic,anticholinergic medicine,0.0,dd
2653,inhalant,anticholinergic medicine,2.8862513896097836e-07,dd
2654,psychedelic,anticholinergic medicine,1.885684241211725e-05,dd
2655,antipsychotic,anticholinergic medicine,9.620837965365945e-07,dd
2656,bulking agent,anticholinergic medicine,0.0,dd
2657,serm,anticholinergic medicine,0.0,dd
2658,metabolite,anticholinergic medicine,1.8279592134195296e-06,dd
2659,cannabinoid receptor agonists,anticholinergic medicine,4.810418982682972e-06,dd
2660,endogenous chemical,anticholinergic medicine,4.425585464068335e-06,dd
2661,sedative,anticholinergic medicine,2.0203759727268485e-06,dd
2662,antidepressant,anticholinergic medicine,4.810418982682972e-07,dd
2663,structural class,anticholinergic medicine,6.638378196102502e-06,dd
2664,chemical reagent,anticholinergic medicine,2.6938346303024644e-06,dd
2665,androgen/estrogen,anticholinergic medicine,0.0,dd
2666,uncoupler,anticholinergic medicine,0.0,dd
2667,steroid,anticholinergic medicine,3.8483351861463775e-07,dd
2668,nootropic,anticholinergic medicine,0.0,dd
2669,acetaminophen-containing,anticholinergic medicine,1.8279592134195296e-06,dd
2670,element,anticholinergic medicine,1.7317508337658702e-06,dd
2671,tricyclic antidepressants,anticholinergic medicine,1.9241675930731887e-07,dd
2672,antithyroid,anticholinergic medicine,1.9241675930731887e-07,dd
2673,nmda antagonist,anticholinergic medicine,9.620837965365944e-08,dd
2674,vasoactive,anticholinergic medicine,8.658754168829351e-07,dd
2675,opioid,maoi,2.605384990943455e-05,dd
2676,serotonergic,maoi,0.0,dd
2677,unclear,maoi,0.0,dd
2678,cardioactive,maoi,1.510368110691858e-06,dd
2679,antibiotic/antifungal,maoi,7.174248525786326e-06,dd
2680,ssri,maoi,2.2277929632704906e-05,dd
2681,ergot,maoi,1.1327760830188934e-06,dd
2682,anti-inflammatory,maoi,1.1327760830188934e-06,dd
2683,mushrooms,maoi,0.0,dd
2684,anticoagulant,maoi,0.0,dd
2685,neurotoxin,maoi,0.0,dd
2686,misclassified,maoi,0.0,dd
2687,antacid,maoi,0.0,dd
2688,stimulants,maoi,4.7954187514466494e-05,dd
2689,moiety,maoi,7.5518405534592895e-06,dd
2690,snakes,maoi,0.0,dd
2691,sexual enhancement,maoi,3.775920276729645e-07,dd
2692,salicylate,maoi,0.0,dd
2693,alcohol,maoi,7.55184055345929e-07,dd
2694,chemical process,maoi,0.0,dd
2695,cholinergic plant,maoi,0.0,dd
2696,dopamine agonist,maoi,1.510368110691858e-06,dd
2697,paralytic,maoi,0.0,dd
2698,abortifacient,maoi,0.0,dd
2699,analgesic,maoi,1.1327760830188934e-06,dd
2700,anticholinergic medicine,maoi,5.663880415094468e-06,dd
2701,maoi,maoi,0.0,dd
2702,functional class,maoi,1.3593312996226722e-05,dd
2703,plant,maoi,0.0,dd
2704,chemotherapeutic,maoi,1.1327760830188934e-06,dd
2705,nsaid,maoi,0.0,dd
2706,cyanogenic,maoi,0.0,dd
2707,anesthetic,maoi,0.0,dd
2708,hepatotoxin,maoi,0.0,dd
2709,anabolic hormones,maoi,0.0,dd
2710,antinausea,maoi,0.0,dd
2711,antihyperglycemic,maoi,0.0,dd
2712,hiv medications,maoi,1.1327760830188934e-06,dd
2713,nonopioid analgesic,maoi,0.0,dd
2714,inhalant,maoi,0.0,dd
2715,psychedelic,maoi,1.8124417328302295e-05,dd
2716,antipsychotic,maoi,2.6431441937107515e-06,dd
2717,bulking agent,maoi,0.0,dd
2718,serm,maoi,0.0,dd
2719,metabolite,maoi,0.0,dd
2720,cannabinoid receptor agonists,maoi,3.7759202767296448e-06,dd
2721,endogenous chemical,maoi,1.2838128940880793e-05,dd
2722,sedative,maoi,1.1327760830188934e-06,dd
2723,antidepressant,maoi,6.041472442767432e-06,dd
2724,structural class,maoi,1.4348497051572651e-05,dd
2725,chemical reagent,maoi,3.775920276729645e-07,dd
2726,androgen/estrogen,maoi,0.0,dd
2727,uncoupler,maoi,0.0,dd
2728,steroid,maoi,0.0,dd
2729,nootropic,maoi,3.775920276729645e-07,dd
2730,acetaminophen-containing,maoi,3.020736221383716e-06,dd
2731,element,maoi,3.7759202767296448e-06,dd
2732,tricyclic antidepressants,maoi,4.531104332075574e-06,dd
2733,antithyroid,maoi,0.0,dd
2734,nmda antagonist,maoi,0.0,dd
2735,vasoactive,maoi,3.020736221383716e-06,dd
2736,opioid,functional class,1.5353549981951796e-05,dd
2737,serotonergic,functional class,5.187010129037769e-08,dd
2738,unclear,functional class,0.0,dd
2739,cardioactive,functional class,1.1930123296786868e-06,dd
2740,antibiotic/antifungal,functional class,9.336618232267985e-07,dd
2741,ssri,functional class,3.942127698068705e-06,dd
2742,ergot,functional class,2.5935050645188846e-07,dd
2743,anti-inflammatory,functional class,1.0374020258075537e-07,dd
2744,mushrooms,functional class,5.187010129037769e-08,dd
2745,anticoagulant,functional class,5.187010129037769e-08,dd
2746,neurotoxin,functional class,0.0,dd
2747,misclassified,functional class,0.0,dd
2748,antacid,functional class,0.0,dd
2749,stimulants,functional class,2.469016821421978e-05,dd
2750,moiety,functional class,1.4523628361305754e-06,dd
2751,snakes,functional class,0.0,dd
2752,sexual enhancement,functional class,1.0374020258075537e-07,dd
2753,salicylate,functional class,5.187010129037769e-08,dd
2754,alcohol,functional class,9.336618232267985e-07,dd
2755,chemical process,functional class,5.187010129037769e-08,dd
2756,cholinergic plant,functional class,2.0748040516151075e-07,dd
2757,dopamine agonist,functional class,3.6309070903264384e-07,dd
2758,paralytic,functional class,5.187010129037769e-08,dd
2759,abortifacient,functional class,1.0374020258075537e-07,dd
2760,analgesic,functional class,1.0374020258075537e-07,dd
2761,anticholinergic medicine,functional class,3.1122060774226618e-06,dd
2762,maoi,functional class,1.867323646453597e-06,dd
2763,functional class,functional class,0.0,dd
2764,plant,functional class,1.504232937420953e-06,dd
2765,chemotherapeutic,functional class,3.6309070903264384e-07,dd
2766,nsaid,functional class,1.0374020258075537e-07,dd
2767,cyanogenic,functional class,0.0,dd
2768,anesthetic,functional class,0.0,dd
2769,hepatotoxin,functional class,1.0374020258075537e-07,dd
2770,anabolic hormones,functional class,5.187010129037769e-08,dd
2771,antinausea,functional class,1.0374020258075537e-07,dd
2772,antihyperglycemic,functional class,1.0374020258075537e-07,dd
2773,hiv medications,functional class,5.187010129037769e-08,dd
